Page Name,Codename,URL,Beginning Of Interval,Complete,Page Likes,Page Like Growth,Post Count,Total Interactions,Interaction Growth,Interaction Rate,Comments,Shares,Total Reactions (including Likes),Likes,Angry,Haha,Wow,Sad,Love,Photo Posts,Photo Interactions,Photo Interaction Rate,Link Posts,Link Interactions,Link Interaction Rate,Status Posts,Status Interactions,Status Interaction Rate,Facebook Video Posts (excluding Live),Facebook Video Interactions (excluding Live),Facebook Video Interaction Rate (excluding Live),Facebook Live Video Posts,Facebook Live Interactions,Facebook Live Interaction Rate,Owned Facebook Video Posts (FB Video and Live),Owned Video Views (FB Video and Live),Owned Video Views from Page Posts (FB Video and Live),Owned Video Views (FB Video),Owned Video Views (FB Live),Owned Video Views from Shares (FB Video and Live),Videos Shared by Page (not included in Owned Videos),Video Views on Videos Shared by Page,Other Video Posts,Other Video Interactions,Other Video Interaction Rate,YouTube Posts,YouTube Interactions,YouTube Interaction Rate
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-10 0:00:00,Yes,0,0.00%,11,11098,82.62%,NA,245,4011,6842,6842,0,0,0,0,0,6,9163,0.00%,3,1484,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2,451,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-11 0:00:00,Yes,0,0.00%,10,48922,-6.21%,NA,785,39490,8647,8646,1,0,0,0,0,2,45195,0.00%,8,3727,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-11 0:00:00,Yes,0,0.00%,7,5549,70.63%,NA,289,1154,4106,4106,0,0,0,0,0,5,4828,0.00%,1,155,0.00%,1,566,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-11 0:00:00,Yes,0,0.00%,10,8072,-27.27%,NA,213,2253,5606,5606,0,0,0,0,0,4,5449,0.00%,5,2433,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,190,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-12 0:00:00,Yes,0,0.00%,10,729560,1391.27%,NA,7150,672271,50139,50125,0,5,0,0,9,2,723351,0.00%,8,6209,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-12 0:00:00,Yes,0,0.00%,8,4475,-19.35%,NA,217,622,3636,3636,0,0,0,0,0,5,3820,0.00%,3,655,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-12 0:00:00,Yes,0,0.00%,5,5098,-36.84%,NA,243,1599,3256,3256,0,0,0,0,0,3,3873,0.00%,1,123,0.00%,1,1102,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-13 0:00:00,Yes,0,0.00%,9,7336,-98.99%,NA,318,2059,4959,4959,0,0,0,0,0,2,3352,0.00%,7,3984,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-13 0:00:00,Yes,0,0.00%,11,6184,38.19%,NA,268,871,5045,5045,0,0,0,0,0,8,4898,0.00%,3,1286,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-13 0:00:00,Yes,0,0.00%,12,5702,11.85%,NA,949,1140,3613,3613,0,0,0,0,0,3,3035,0.00%,6,2144,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,523,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-14 0:00:00,Yes,0,0.00%,10,12303,67.71%,NA,780,4144,7379,7379,0,0,0,0,0,4,9028,0.00%,6,3275,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-14 0:00:00,Yes,0,0.00%,15,9990,61.55%,NA,628,1344,8018,8017,1,0,0,0,0,7,6280,0.00%,4,1330,0.00%,3,1788,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,592,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-14 0:00:00,Yes,0,0.00%,15,10118,77.45%,NA,235,4119,5764,5763,1,0,0,0,0,8,8501,0.00%,5,1315,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,2,302,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-15 0:00:00,Yes,0,0.00%,9,13823,12.35%,NA,1338,2844,9641,9641,0,0,0,0,0,2,9177,0.00%,7,4646,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-15 0:00:00,Yes,0,0.00%,9,7042,-29.51%,NA,446,1036,5560,5560,0,0,0,0,0,6,6686,0.00%,3,356,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-15 0:00:00,Yes,0,0.00%,8,7110,-29.73%,NA,247,2656,4207,4207,0,0,0,0,0,5,5821,0.00%,2,396,0.00%,0,0,NA,1,893,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-16 0:00:00,Yes,0,0.00%,10,35152,154.30%,NA,1218,23513,10421,10421,0,0,0,0,0,5,31490,0.00%,5,3662,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-16 0:00:00,Yes,0,0.00%,8,9861,40.03%,NA,550,821,8490,8490,0,0,0,0,0,5,8864,0.00%,2,861,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,136,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-16 0:00:00,Yes,0,0.00%,16,11695,64.49%,NA,503,3176,8016,8016,0,0,0,0,0,10,9725,0.00%,3,1310,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,660,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-17 0:00:00,Yes,0,0.00%,9,8667,-75.34%,NA,899,2152,5616,5616,0,0,0,0,0,1,3467,0.00%,8,5200,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-17 0:00:00,Yes,0,0.00%,6,3951,-59.93%,NA,190,430,3331,3331,0,0,0,0,0,4,3489,0.00%,1,190,0.00%,0,0,NA,1,272,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-17 0:00:00,Yes,0,0.00%,14,418766,3480.73%,NA,7302,388566,22898,22885,2,0,7,1,3,8,15079,0.00%,4,1649,0.00%,0,0,NA,1,401898,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,1,140,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-18 0:00:00,Yes,0,0.00%,9,36489,321.01%,NA,3311,9678,23500,23500,0,0,0,0,0,5,35046,0.00%,4,1443,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-18 0:00:00,Yes,0,0.00%,13,22063,458.42%,NA,722,3349,17992,17992,0,0,0,0,0,9,19754,0.00%,2,604,0.00%,1,372,0.00%,1,1333,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-18 0:00:00,Yes,0,0.00%,3,793,-99.81%,NA,33,259,501,501,0,0,0,0,0,1,399,0.00%,1,168,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,226,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-19 0:00:00,Yes,0,0.00%,9,8990,-75.36%,NA,932,2901,5157,5157,0,0,0,0,0,1,4232,0.00%,8,4758,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-19 0:00:00,Yes,0,0.00%,10,5627,-74.50%,NA,410,1176,4041,4041,0,0,0,0,0,4,3556,0.00%,5,1333,0.00%,0,0,NA,1,738,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-19 0:00:00,Yes,0,0.00%,6,3357,323.33%,NA,154,1335,1868,1868,0,0,0,0,0,3,2598,0.00%,3,759,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-20 0:00:00,Yes,0,0.00%,8,14495,61.23%,NA,892,5948,7655,7655,0,0,0,0,0,4,11649,0.00%,4,2846,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-20 0:00:00,Yes,0,0.00%,11,19459,245.81%,NA,985,2826,15648,15647,0,0,0,0,1,8,18729,0.00%,3,730,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-20 0:00:00,Yes,0,0.00%,6,4564,35.95%,NA,267,1651,2646,2646,0,0,0,0,0,3,3847,0.00%,3,717,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-21 0:00:00,Yes,0,0.00%,10,12376,-14.62%,NA,1410,2519,8447,8447,0,0,0,0,0,2,5152,0.00%,8,7224,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-21 0:00:00,Yes,0,0.00%,10,12004,-38.31%,NA,570,1234,10200,10200,0,0,0,0,0,7,11655,0.00%,3,349,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-21 0:00:00,Yes,0,0.00%,10,3562,-21.95%,NA,229,1197,2136,2136,0,0,0,0,0,5,2282,0.00%,5,1280,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-22 0:00:00,Yes,0,0.00%,10,17671,42.78%,NA,1119,3581,12971,12969,0,0,0,0,2,3,12880,0.00%,7,4791,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-22 0:00:00,Yes,0,0.00%,6,5210,-56.60%,NA,184,451,4575,4575,0,0,0,0,0,4,4677,0.00%,2,533,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-22 0:00:00,Yes,0,0.00%,10,7896,121.67%,NA,359,2814,4723,4723,0,0,0,0,0,7,6062,0.00%,1,454,0.00%,1,653,0.00%,1,727,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-23 0:00:00,Yes,0,0.00%,10,18293,3.52%,NA,1041,8071,9181,9180,0,0,0,0,1,5,16698,0.00%,5,1595,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-23 0:00:00,Yes,0,0.00%,7,4621,-11.31%,NA,231,707,3683,3683,0,0,0,0,0,5,3589,0.00%,1,490,0.00%,1,542,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-23 0:00:00,Yes,0,0.00%,3,2440,-69.10%,NA,501,600,1339,1339,0,0,0,0,0,2,2114,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,326,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-24 0:00:00,Yes,0,0.00%,10,13405,-26.72%,NA,1155,4357,7893,7893,0,0,0,0,0,2,7856,0.00%,8,5549,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-24 0:00:00,Yes,0,0.00%,6,3862,-16.43%,NA,520,392,2950,2950,0,0,0,0,0,5,3414,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,448,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-24 0:00:00,Yes,0,0.00%,15,13060,435.25%,NA,712,4942,7406,7406,0,0,0,0,0,10,11233,0.00%,4,1244,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,583,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-25 0:00:00,Yes,0,0.00%,10,12961,-3.31%,NA,1526,3200,8235,8234,0,0,0,0,1,2,4530,0.00%,8,8431,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-25 0:00:00,Yes,0,0.00%,8,75873,1864.60%,NA,1996,20637,53240,53237,0,0,0,0,3,4,74378,0.00%,4,1495,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-25 0:00:00,Yes,0,0.00%,12,21617,65.52%,NA,1123,13911,6583,6583,0,0,0,0,0,10,9551,0.00%,1,238,0.00%,0,0,NA,1,11828,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-26 0:00:00,Yes,0,0.00%,10,17392,34.19%,NA,1592,5165,10635,10635,0,0,0,0,0,2,7763,0.00%,8,9629,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-26 0:00:00,Yes,0,0.00%,8,10836,-85.72%,NA,643,1300,8893,8893,0,0,0,0,0,6,10556,0.00%,1,144,0.00%,1,136,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-26 0:00:00,Yes,0,0.00%,8,7004,-67.60%,NA,541,3138,3325,3325,0,0,0,0,0,2,1789,0.00%,4,1103,0.00%,2,4112,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-27 0:00:00,Yes,0,0.00%,9,17944,3.17%,NA,1036,5747,11161,11160,0,0,0,0,1,3,11200,0.00%,6,6744,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-27 0:00:00,Yes,0,0.00%,9,5266,-51.40%,NA,481,630,4155,4155,0,0,0,0,0,3,3012,0.00%,3,996,0.00%,3,1258,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-27 0:00:00,Yes,0,0.00%,10,4666,-33.38%,NA,382,1333,2951,2951,0,0,0,0,0,4,3012,0.00%,5,1202,0.00%,1,452,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-28 0:00:00,Yes,0,0.00%,10,19904,10.92%,NA,2220,5684,12000,12000,0,0,0,0,0,2,10540,0.00%,8,9364,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-28 0:00:00,Yes,0,0.00%,8,12210,131.86%,NA,890,2978,8342,8322,3,0,7,1,9,8,12210,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-28 0:00:00,Yes,0,0.00%,12,7380,58.17%,NA,406,1888,5086,5084,0,1,1,0,0,8,5688,0.00%,2,277,0.00%,1,1046,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,369,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-29 0:00:00,Yes,0,0.00%,10,16888,-15.15%,NA,819,4356,11713,11712,0,1,0,0,0,4,11904,0.00%,6,4984,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-29 0:00:00,Yes,0,0.00%,7,6158,-49.57%,NA,236,547,5375,5375,0,0,0,0,0,5,4852,0.00%,1,120,0.00%,1,1186,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-29 0:00:00,Yes,0,0.00%,12,9259,25.46%,NA,469,3289,5501,5501,0,0,0,0,0,6,7299,0.00%,3,1595,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,365,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-06-30 0:00:00,Yes,0,0.00%,9,23008,36.24%,NA,1393,9849,11766,11762,0,2,0,0,2,4,21120,0.00%,5,1888,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-06-30 0:00:00,Yes,0,0.00%,10,22108,259.01%,NA,1297,6520,14291,14290,0,0,0,0,1,7,19080,0.00%,2,2003,0.00%,0,0,NA,1,1025,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-06-30 0:00:00,Yes,0,0.00%,5,10617,14.67%,NA,228,3259,7130,7130,0,0,0,0,0,4,10439,0.00%,0,0,NA,0,0,NA,1,178,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-01 0:00:00,Yes,0,0.00%,10,17022,-26.02%,NA,1347,5632,10043,10041,0,0,0,0,2,4,12084,0.00%,6,4938,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-01 0:00:00,Yes,0,0.00%,14,13733,-37.88%,NA,751,2262,10720,10720,0,0,0,0,0,9,11414,0.00%,4,1891,0.00%,0,0,NA,1,428,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-01 0:00:00,Yes,0,0.00%,3,5433,-48.83%,NA,235,2284,2914,2914,0,0,0,0,0,1,5241,0.00%,2,192,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-02 0:00:00,Yes,0,0.00%,10,21488,26.24%,NA,1012,10355,10121,10121,0,0,0,0,0,2,17249,0.00%,8,4239,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-02 0:00:00,Yes,0,0.00%,14,11568,-15.76%,NA,594,2776,8198,8198,0,0,0,0,0,8,9419,0.00%,3,975,0.00%,2,905,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,269,0.00%,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-02 0:00:00,Yes,0,0.00%,12,12682,133.43%,NA,889,5510,6283,6283,0,0,0,0,0,7,11047,0.00%,2,1053,0.00%,0,0,NA,2,474,0.00%,0,0,NA,2,0,0,0,0,0,0,0,0,0,NA,1,108,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-03 0:00:00,Yes,0,0.00%,11,13083,-39.11%,NA,1026,4074,7983,7982,0,1,0,0,0,3,8550,0.00%,8,4533,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-03 0:00:00,Yes,0,0.00%,17,17941,55.09%,NA,985,6042,10914,10911,1,0,0,0,2,5,6226,0.00%,8,1489,0.00%,3,4656,0.00%,1,5570,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-03 0:00:00,Yes,0,0.00%,15,9559,-24.63%,NA,521,3525,5513,5513,0,0,0,0,0,6,6727,0.00%,5,1103,0.00%,1,646,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,3,1083,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-04 0:00:00,Yes,0,0.00%,10,29640,126.55%,NA,1511,11981,16148,16147,0,1,0,0,0,5,26100,0.00%,5,3540,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-04 0:00:00,Yes,0,0.00%,13,21433,19.46%,NA,919,3595,16919,16919,0,0,0,0,0,9,20227,0.00%,2,364,0.00%,0,0,NA,2,842,0.00%,0,0,NA,2,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-04 0:00:00,Yes,0,0.00%,4,2194,-77.05%,NA,110,659,1425,1425,0,0,0,0,0,3,1675,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,519,0.00%,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-05 0:00:00,Yes,0,0.00%,9,16424,-44.59%,NA,817,4659,10948,10948,0,0,0,0,0,5,12295,0.00%,4,4129,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-05 0:00:00,Yes,0,0.00%,24,23368,9.03%,NA,935,6727,15706,15705,0,1,0,0,0,14,20152,0.00%,8,1508,0.00%,2,1708,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-05 0:00:00,Yes,0,0.00%,5,3089,40.79%,NA,88,1270,1731,1731,0,0,0,0,0,1,2042,0.00%,4,1047,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-06 0:00:00,Yes,0,0.00%,11,206212,1155.55%,NA,1646,171200,33366,33361,0,0,3,0,2,5,203865,0.00%,6,2347,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-06 0:00:00,Yes,0,0.00%,18,36598,56.62%,NA,1201,23764,11633,11633,0,0,0,0,0,8,9592,0.00%,5,2291,0.00%,0,0,NA,3,24418,0.00%,0,0,NA,3,0,0,0,0,0,0,0,0,0,NA,2,297,0.00%
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-06 0:00:00,Yes,0,0.00%,7,8206,165.65%,NA,278,2554,5374,5374,0,0,0,0,0,3,7257,0.00%,2,410,0.00%,1,100,0.00%,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1,439,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-07 0:00:00,Yes,0,0.00%,10,33870,-83.58%,NA,1193,9141,23536,23535,0,0,0,0,1,5,31048,0.00%,5,2822,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2013-07-07 0:00:00,Yes,0,0.00%,25,28539,-22.02%,NA,1074,12852,14613,14611,2,0,0,0,0,19,23493,0.00%,3,618,0.00%,0,0,NA,3,4428,0.00%,0,0,NA,2,0,0,0,0,0,1,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2013-07-07 0:00:00,Yes,0,0.00%,13,5772,-29.66%,NA,336,2137,3299,3299,0,0,0,0,0,4,1941,0.00%,5,1795,0.00%,1,571,0.00%,1,916,0.00%,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,2,549,0.00%
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2013-07-08 0:00:00,Yes,0,0.00%,8,7003,-79.32%,NA,618,1791,4594,4594,0,0,0,0,0,1,3922,0.00%,7,3081,0.00%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
