Page Name,Codename,URL,Beginning Of Interval,Complete,Page Likes,Page Like Growth,Post Count,Total Interactions,Interaction Growth,Interaction Rate,Comments,Shares,Total Reactions (including Likes),Likes,Angry,Haha,Wow,Sad,Love,Photo Posts,Photo Interactions,Photo Interaction Rate,Link Posts,Link Interactions,Link Interaction Rate,Status Posts,Status Interactions,Status Interaction Rate,Facebook Video Posts (excluding Live),Facebook Video Interactions (excluding Live),Facebook Video Interaction Rate (excluding Live),Facebook Live Video Posts,Facebook Live Interactions,Facebook Live Interaction Rate,Owned Facebook Video Posts (FB Video and Live),Owned Video Views (FB Video and Live),Owned Video Views from Page Posts (FB Video and Live),Owned Video Views (FB Video),Owned Video Views (FB Live),Owned Video Views from Shares (FB Video and Live),Videos Shared by Page (not included in Owned Videos),Video Views on Videos Shared by Page,Other Video Posts,Other Video Interactions,Other Video Interaction Rate,YouTube Posts,YouTube Interactions,YouTube Interaction Rate
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-19 0:00:00,Yes,1018127,0.00%,21,11408,34.99%,0.05%,840,2786,7782,4887,867,1468,150,53,357,1,6579,0.65%,20,4829,0.02%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-20 0:00:00,Yes,3564069,0.00%,50,36399,-5.08%,0.02%,7330,3435,25634,17507,1998,3378,448,715,1588,1,2452,0.07%,44,22042,0.01%,0,0,NA,2,6851,0.10%,3,5054,0.05%,3,90190,77478,0,77478,12712,2,165245,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-20 0:00:00,Yes,2635750,0.03%,18,18888,23.85%,0.04%,2053,331,16504,12293,1237,1568,504,150,752,0,0,NA,18,18888,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-20 0:00:00,Yes,1018156,0.00%,12,8101,-28.99%,0.07%,1037,592,6472,4025,996,917,111,92,331,1,3303,0.32%,11,4798,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-21 0:00:00,Yes,3563784,-0.01%,51,62279,71.10%,0.03%,8822,3839,49618,40745,2356,3258,463,667,2129,1,4738,0.13%,46,24380,0.01%,0,0,NA,2,31811,0.45%,2,1350,0.02%,3,33622,32547,128,32419,1075,1,196662,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-21 0:00:00,Yes,2636655,0.03%,18,35383,87.33%,0.07%,2347,4270,28766,22775,1269,1795,1102,174,1651,1,11294,0.43%,17,24089,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-21 0:00:00,Yes,1018183,0.00%,21,36163,346.40%,0.17%,2361,15812,17990,11727,1899,3202,563,155,444,1,25470,2.50%,20,10693,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-22 0:00:00,Yes,3563463,-0.01%,48,26879,-56.84%,0.02%,3905,1575,21399,16939,716,1281,271,337,1855,0,0,NA,44,17115,0.01%,0,0,NA,3,8680,0.08%,1,1084,0.03%,1,36538,35774,0,35774,764,3,214152,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-22 0:00:00,Yes,2637930,0.05%,18,33861,-4.30%,0.07%,5194,5516,23151,13986,4254,1723,1505,969,714,0,0,NA,18,33861,0.07%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-22 0:00:00,Yes,1018213,0.00%,20,7245,-79.97%,0.04%,795,718,5732,3833,773,450,194,252,230,1,1324,0.13%,19,5921,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-23 0:00:00,Yes,3563268,-0.01%,43,16770,-37.61%,0.01%,3143,2078,11549,7619,1792,1058,264,345,471,0,0,NA,43,16770,0.01%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-23 0:00:00,Yes,2638647,0.03%,16,28547,-15.69%,0.07%,1863,1029,25655,20434,1518,718,1045,218,1722,0,0,NA,16,28547,0.07%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-23 0:00:00,Yes,1018227,0.00%,22,17064,135.53%,0.08%,1372,5181,10511,6989,1360,1441,229,157,335,2,10159,0.50%,19,6821,0.04%,0,0,NA,1,84,0.01%,0,0,NA,0,0,0,0,0,0,1,7186,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-24 0:00:00,Yes,3563116,0.00%,37,29027,73.09%,0.02%,2441,5696,20890,15322,488,3739,286,228,827,3,17513,0.16%,34,11514,0.01%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-24 0:00:00,Yes,2639590,0.04%,11,12893,-54.84%,0.04%,1334,435,11124,6702,2942,437,422,444,177,0,0,NA,11,12893,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-24 0:00:00,Yes,1018199,0.00%,19,9533,-44.13%,0.05%,2023,784,6726,2791,2778,541,360,155,101,1,312,0.03%,18,9221,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-25 0:00:00,Yes,3563014,0.00%,39,38273,31.85%,0.03%,3813,5292,29168,22319,2260,1654,571,295,2069,2,13630,0.19%,36,21724,0.02%,0,0,NA,1,2919,0.08%,0,0,NA,0,0,0,0,0,0,1,103001,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-25 0:00:00,Yes,2640706,0.04%,9,14660,13.71%,0.06%,3239,865,10556,5700,2990,795,521,222,328,0,0,NA,9,14660,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-25 0:00:00,Yes,1018155,0.00%,6,8484,-11.00%,0.14%,790,1396,6298,4569,689,526,103,42,369,2,3980,0.20%,3,4346,0.14%,0,0,NA,1,158,0.02%,0,0,NA,0,0,0,0,0,0,1,7237,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-26 0:00:00,Yes,3562842,0.00%,40,20593,-46.19%,0.01%,4246,1499,14848,10147,2098,1135,483,234,751,1,12,3.37E-06,38,19450,0.01%,0,0,NA,0,0,NA,1,1131,0.03%,1,45744,44810,0,44810,934,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-26 0:00:00,Yes,2641837,0.04%,15,18394,25.47%,0.05%,1810,358,16226,11515,2337,837,582,317,638,0,0,NA,15,18394,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-26 0:00:00,Yes,1018066,-0.01%,13,9267,9.23%,0.07%,1658,559,7050,3965,876,1684,158,86,281,2,716,0.04%,11,8551,0.08%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-27 0:00:00,Yes,3562790,0.00%,46,36358,76.56%,0.02%,5712,3907,26739,19020,1483,3368,573,335,1960,2,5129,0.07%,41,16449,0.01%,0,0,NA,1,11093,0.31%,2,3687,0.05%,2,72112,70787,0,70787,1325,1,320613,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-27 0:00:00,Yes,2642824,0.04%,14,32388,76.08%,0.09%,3152,330,28906,22127,1857,2827,431,93,1571,0,0,NA,14,32388,0.09%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-27 0:00:00,Yes,1018029,0.00%,19,10857,17.16%,0.06%,1377,3058,6422,3598,739,1673,152,51,209,1,3038,0.30%,18,7819,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-28 0:00:00,Yes,3562604,-0.01%,47,21422,-41.08%,0.01%,4923,1907,14592,10872,1062,1428,200,134,896,3,7442,0.07%,42,13257,0.01%,0,0,NA,0,0,NA,2,723,0.01%,2,35720,31808,0,31808,3912,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-28 0:00:00,Yes,2643755,0.04%,15,28393,-12.33%,0.07%,3877,794,23722,16606,2073,2695,965,339,1044,0,0,NA,15,28393,0.07%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-28 0:00:00,Yes,1018096,0.01%,17,8732,-19.57%,0.05%,1450,1642,5640,3040,1047,1069,203,130,151,0,0,NA,17,8732,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-29 0:00:00,Yes,3562444,0.00%,42,66466,210.27%,0.04%,15043,8876,42547,26648,4890,8323,393,610,1683,3,23278,0.22%,38,43133,0.03%,0,0,NA,0,0,NA,1,55,0.00%,1,10201,10155,0,10155,46,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-29 0:00:00,Yes,2644738,0.04%,19,18190,-35.93%,0.04%,2995,495,14700,8515,2921,1199,901,865,299,0,0,NA,19,18190,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-29 0:00:00,Yes,1017883,-0.02%,29,21605,147.42%,0.07%,2309,4855,14441,8246,1331,3058,881,259,666,2,14457,0.71%,27,7148,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-30 0:00:00,Yes,3562275,0.00%,36,22874,-65.59%,0.02%,7086,1496,14292,7579,3414,907,1084,685,623,0,0,NA,33,16756,0.01%,0,0,NA,3,6118,0.06%,0,0,NA,0,0,0,0,0,0,3,176942,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-30 0:00:00,Yes,2645921,0.04%,15,20858,14.67%,0.05%,2466,449,17943,13532,1868,955,474,276,838,0,0,NA,15,20858,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-30 0:00:00,Yes,1017839,0.00%,11,10937,-49.38%,0.10%,818,3860,6259,4883,309,555,75,43,394,1,2389,0.23%,9,8200,0.09%,0,0,NA,1,348,0.03%,0,0,NA,0,0,0,0,0,0,1,6960,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2017-12-31 0:00:00,Yes,3562082,-0.01%,6,18941,-17.19%,0.09%,946,6097,11898,9412,931,800,97,410,248,3,18353,0.17%,3,588,0.01%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2017-12-31 0:00:00,Yes,2646607,0.03%,14,16831,-19.31%,0.05%,1751,591,14489,9971,1289,1230,897,603,499,0,0,NA,14,16831,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2017-12-31 0:00:00,Yes,1017859,0.00%,12,12676,15.90%,0.10%,1411,2377,8888,4836,1617,1592,279,290,274,2,4569,0.22%,10,8107,0.08%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-01 0:00:00,Yes,3562106,0.00%,46,70895,274.29%,0.04%,12670,6252,51973,42125,3143,2663,513,549,2980,3,49555,0.46%,43,21340,0.01%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-01 0:00:00,Yes,2647226,0.02%,12,29953,77.96%,0.09%,3311,210,26432,18702,2656,2136,1248,567,1123,0,0,NA,12,29953,0.09%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-01 0:00:00,Yes,1017869,0.00%,9,5350,-57.79%,0.06%,604,279,4467,2761,793,256,64,251,342,1,163,0.02%,8,5187,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-02 0:00:00,Yes,3562104,0.00%,51,31139,-56.08%,0.02%,6757,2758,21624,15717,1415,2168,546,506,1272,3,1922,0.02%,44,26435,0.02%,0,0,NA,1,668,0.02%,3,2114,0.02%,3,61184,59677,0,59677,1507,1,37901,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-02 0:00:00,Yes,2648391,0.04%,14,18336,-38.78%,0.05%,2195,348,15793,11644,1775,768,425,278,903,0,0,NA,14,18336,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-02 0:00:00,Yes,1017928,0.01%,14,7764,45.12%,0.05%,859,1192,5713,3096,525,1479,258,92,263,3,1154,0.04%,11,6610,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-03 0:00:00,Yes,3562021,0.00%,46,27288,-12.37%,0.02%,5039,2933,19316,13507,1491,2473,444,322,1079,2,5935,0.08%,40,18827,0.01%,0,0,NA,1,190,0.01%,3,2336,0.02%,3,61843,59659,0,59659,2184,1,19985,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-03 0:00:00,Yes,2649518,0.04%,20,24271,32.37%,0.05%,2627,260,21384,15985,1476,1760,865,197,1101,0,0,NA,20,24271,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-03 0:00:00,Yes,1017977,0.00%,15,6770,-12.80%,0.04%,980,198,5592,4002,347,608,238,45,352,1,283,0.03%,14,6487,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-04 0:00:00,Yes,3561923,0.00%,54,65009,138.23%,0.03%,12343,8979,43687,29903,3729,6158,1229,684,1984,2,12269,0.17%,48,30001,0.02%,0,0,NA,1,13260,0.37%,3,9479,0.09%,3,142429,110313,0,110313,32116,1,127474,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-04 0:00:00,Yes,2650564,0.04%,17,22564,-7.03%,0.05%,1874,506,20184,15509,731,2116,307,285,1236,0,0,NA,17,22564,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-04 0:00:00,Yes,1018030,0.01%,15,7069,4.42%,0.05%,1492,502,5075,2834,927,359,99,585,271,2,2176,0.11%,11,3928,0.04%,0,0,NA,2,965,0.05%,0,0,NA,0,0,0,0,0,0,2,24844,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-05 0:00:00,Yes,3561810,0.00%,51,46745,-28.09%,0.03%,11462,5949,29334,17928,3798,5152,527,680,1249,3,14302,0.13%,44,28391,0.02%,0,0,NA,1,1481,0.04%,3,2571,0.02%,3,70628,61784,0,61784,8844,1,61903,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-05 0:00:00,Yes,2651634,0.04%,18,19839,-12.08%,0.04%,1706,279,17854,13434,1032,1476,740,393,779,0,0,NA,18,19839,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-05 0:00:00,Yes,1018044,0.00%,17,12274,73.63%,0.07%,2851,2282,7141,2123,3815,368,536,196,103,0,0,NA,17,12274,0.07%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-06 0:00:00,Yes,3561760,0.00%,47,33201,-28.97%,0.02%,8693,3251,21257,11734,4092,3388,831,450,762,3,6087,0.06%,44,27114,0.02%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-06 0:00:00,Yes,2652589,0.04%,20,24596,23.98%,0.05%,2444,477,21675,16738,1183,1546,646,491,1071,1,239,0.01%,19,24357,0.05%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-06 0:00:00,Yes,1018060,0.00%,21,13126,6.94%,0.06%,1074,1824,10228,5677,429,3267,157,372,326,3,7480,0.24%,18,5646,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-07 0:00:00,Yes,3561790,0.00%,45,57639,73.61%,0.04%,13272,3415,40952,29223,2994,5455,1068,406,1806,0,0,NA,41,38708,0.03%,0,0,NA,3,16311,0.15%,1,2620,0.07%,1,58952,53658,0,53658,5294,3,203563,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-07 0:00:00,Yes,2653502,0.03%,17,17678,-28.13%,0.04%,1865,544,15269,10748,1538,898,589,846,650,0,0,NA,17,17678,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-07 0:00:00,Yes,1018064,0.00%,20,13614,3.72%,0.07%,1891,1394,10329,6597,1661,1324,183,228,336,2,6717,0.33%,17,6300,0.04%,0,0,NA,1,597,0.06%,0,0,NA,0,0,0,0,0,0,1,4456,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-08 0:00:00,Yes,3561797,0.00%,49,48803,-15.33%,0.03%,6599,8082,34122,25122,1604,4889,543,529,1435,3,20418,0.19%,41,25153,0.02%,0,0,NA,3,3004,0.03%,2,228,0.00%,2,32647,32557,0,32557,90,3,163940,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-08 0:00:00,Yes,2654451,0.04%,19,28418,60.75%,0.06%,3239,617,24562,19684,835,2012,430,129,1472,0,0,NA,19,28418,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-08 0:00:00,Yes,1018297,0.02%,23,7990,-41.31%,0.03%,775,447,6768,4960,311,924,115,73,385,2,2091,0.10%,21,5899,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-09 0:00:00,Yes,3561780,0.00%,48,42132,-13.67%,0.02%,7401,7107,27624,18767,3702,2822,548,543,1242,2,8311,0.12%,42,29876,0.02%,0,0,NA,0,0,NA,4,3945,0.03%,4,122658,112103,0,112103,10555,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-09 0:00:00,Yes,2655651,0.05%,15,33734,18.71%,0.08%,5398,533,27803,18297,5584,1572,666,477,1207,0,0,NA,15,33734,0.08%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-09 0:00:00,Yes,1018652,0.03%,31,20259,153.55%,0.06%,2548,3739,13972,7224,2795,2505,687,535,226,2,10623,0.52%,29,9636,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-10 0:00:00,Yes,3561753,0.00%,47,27245,-35.33%,0.02%,6962,4065,16218,8841,3164,2565,626,519,503,1,2104,0.06%,41,21254,0.01%,0,0,NA,1,1852,0.05%,4,2035,0.01%,4,133106,116738,0,116738,16368,1,1675,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-10 0:00:00,Yes,2656512,0.03%,18,29296,-13.16%,0.06%,4624,936,23736,12967,5382,2292,1306,1346,443,0,0,NA,18,29296,0.06%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-10 0:00:00,Yes,1018716,0.01%,25,17670,-12.78%,0.07%,2004,4950,10716,5274,1181,3503,363,239,156,1,10101,0.99%,24,7569,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-11 0:00:00,Yes,3561553,-0.01%,42,52331,92.08%,0.03%,8030,7750,36551,28378,1990,3199,544,343,2097,2,9470,0.13%,36,41716,0.03%,0,0,NA,0,0,NA,4,1145,0.01%,4,56289,55329,0,55329,960,0,0,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-11 0:00:00,Yes,2657420,0.03%,20,21033,-28.21%,0.04%,2792,543,17698,12409,1369,2415,514,228,763,0,0,NA,20,21033,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-11 0:00:00,Yes,1018755,0.00%,23,7468,-57.74%,0.03%,652,559,6257,4823,271,567,59,202,335,3,4601,0.15%,20,2867,0.01%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-12 0:00:00,Yes,3561447,0.00%,32,34949,-33.22%,0.03%,4258,8036,22655,17152,1704,1782,536,327,1154,2,17508,0.25%,26,13455,0.01%,0,0,NA,0,0,NA,3,3963,0.04%,3,147878,122192,0,122192,25686,0,0,0,0,NA,1,23,6.46E-06
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-12 0:00:00,Yes,2658762,0.05%,8,9040,-57.02%,0.04%,1751,305,6984,4478,868,853,327,254,204,0,0,NA,8,9040,0.04%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-12 0:00:00,Yes,1018807,0.01%,35,6005,-19.59%,0.02%,1114,359,4532,2820,972,265,162,157,156,1,278,0.03%,32,5351,0.02%,0,0,NA,2,376,0.02%,0,0,NA,0,0,0,0,0,0,2,4058,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-13 0:00:00,Yes,3561396,0.00%,14,6988,-80.01%,0.01%,1103,645,5240,2768,972,530,278,528,164,0,0,NA,13,6960,0.02%,0,0,NA,1,28,7.86E-06,0,0,NA,0,0,0,0,0,0,1,4727,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-13 0:00:00,Yes,2659173,0.02%,9,55280,511.50%,0.23%,3980,15855,35445,32135,549,487,138,158,1978,3,50452,0.63%,6,4828,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-13 0:00:00,Yes,1018789,0.00%,32,19975,232.64%,0.06%,2285,2291,15399,10775,860,1583,268,1143,770,1,4451,0.44%,30,6361,0.02%,0,0,NA,1,9163,0.90%,0,0,NA,0,0,0,0,0,0,1,46996,0,0,NA,0,0,NA
Right Wing News,OfficialRightWingNews,//www.facebook.com/389658314427637,2018-01-14 0:00:00,Yes,3561336,0.00%,21,61279,776.92%,0.08%,9968,6943,44368,28254,8867,1881,1550,1175,2641,2,14729,0.21%,17,24857,0.04%,0,0,NA,1,17696,0.50%,1,3997,0.11%,1,87185,73205,0,73205,13980,1,201250,0,0,NA,0,0,NA
Daily Vine,DailyVineNow,//www.facebook.com/440106476051475,2018-01-14 0:00:00,Yes,2659983,0.03%,9,184125,233.08%,0.77%,31636,28913,123576,112749,410,1213,613,110,8481,5,173324,1.30%,4,10801,0.10%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
Silence is Consent,retainyourfreedom,//www.facebook.com/183356311699411,2018-01-14 0:00:00,Yes,1018823,0.00%,27,9475,-52.57%,0.03%,1336,527,7612,5232,1105,390,283,153,449,0,0,NA,27,9475,0.03%,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
